Title,Latitude,Longitude,categories,Info Title,Title Place,hashes,score,userScore,heart,title,category,address,roadAddress,mapx,mapy
3일한우국밥,37.519939,126.904052," 국밥, 한우국밥",3일한우국밥,영등포 ,"다코숨은맛집, 혼밥,서민적인, 아침식사, 점심식사, 저녁식사, 24시간영업, 무료주차, 배달",76,4.3,160,<b>3일한우국밥</b>,한식>국밥,서울특별시 영등포구 영등포동4가 68-5,서울특별시 영등포구 영등포로 204,1269040524,375199394
정인면옥,37.530633,126.921752," 평양냉면, 순면",정인면옥,여의도 ,"생활의달인, 수요미식회, 맛있는녀석들, 식신로드, 식사모임,깔끔한, 점심식사, 저녁식사, 장애인편의시설, 무료주차, 배달",70,4.0,401,<b>정인면옥</b> 본점,한식>냉면,서울특별시 영등포구 여의도동 13-1 기독교침례회총회빌딩 1층,서울특별시 영등포구 국회대로76길 10 기독교침례회총회빌딩 1층,1269217518,375306331
바스버거,37.524882,126.927315," 버거, 수제버거",바스버거,여의도 ,"데이트,캐주얼한, 점심식사, 저녁식사, 셀프바, 무료주차, 배달",67,4.1,95,<b>바스버거</b> 여의도점,양식>햄버거,서울특별시 영등포구 여의도동 24-1 율촌빌딩 지하1층,서울특별시 영등포구 국제금융로 20 율촌빌딩 지하1층,1269273154,375248824
세상의모든아침,37.522248,126.91986," 브런치, 파스타",세상의모든아침,여의도 ,"데이트,고급스러운, 아침식사, 점심식사, 저녁식사, 스카이라운지, 주차, 배달",64,3.8,612,<b>세상의모든아침</b>,음식점>브런치,"서울특별시 영등포구 여의도동 28-1 전경련회관 50층, 51층","서울특별시 영등포구 여의대로 24 전경련회관 50층, 51층",1269198605,375222482
아이엠베이글 여의도점,37.520157,126.931729," 베이글, 베이글샌드위치",아이엠베이글 여의도점,여의도 ,"혼밥,캐주얼한, 아침식사, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",63,4.8,26,<b>아이엠베이글 여의도점</b>,음식점>브런치,서울특별시 영등포구 여의도동 43-4 롯데캐슬 아이비 지하1층,서울특별시 영등포구 국제금융로 86 롯데캐슬 아이비 지하1층,1269317293,375201573
타이문,37.520976,126.887172," 쌀국수, 태국음식",타이문,문래동 ,"혼밥,캐주얼한, 점심식사, 저녁식사, 제로페이, 주차, 배달",62,4.6,8,THAI MOON,음식점>태국음식,서울특별시 영등포구 문래동6가 29 1층 타이문,서울특별시 영등포구 선유로17길 24 1층 타이문,1268871723,375209756
리버타운 버거,37.515862,126.886842, 수제버거,리버타운 버거,문래동 ,"혼밥,캐주얼한, 점심식사, 저녁식사, 주차, 배달",61,4.8,8,<b>리버타운버거</b>,음식점>햄버거,서울특별시 영등포구 문래동5가 10 1층,서울특별시 영등포구 선유로3길 10 1층,1268868347,375157463
초밥마트,37.520319,126.885857, 초밥,초밥마트,문래 ,"혼밥,지역주민이찾는, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",61,5.0,9,<b>초밥마트</b>,"일식>초밥,롤",서울특별시 영등포구 문래동6가 58 e편한세상 문래 에듀플라츠 상가 107호,서울특별시 영등포구 선유서로 50 e편한세상 문래 에듀플라츠 상가 107호,1268858571,375203229
사대부집곳간,37.522196,126.920208," 한식반상, 떡갈비",사대부집곳간,영등포구 ,"밥블레스유, 가족외식,고급스러운, 점심식사, 저녁식사, 장애인편의시설, 무료주차, 배달",61,4.2,159,<b>사대부집 곳간</b>,음식점>한식,"서울특별시 영등포구 여의도동 28-1 전경련회관 50, 51F","서울특별시 영등포구 여의대로 24 전경련회관 50, 51F",1269199653,375221973
마스터비엣,37.517429,126.896467," 쌀국수, 분짜",마스터비엣,문래동 ,"데이트,캐주얼한, 점심식사, 저녁식사, 포장가능, 무료주차, 배달",60,4.6,15,<b>마스터비엣</b>,음식점>베트남음식,서울특별시 영등포구 문래동3가 55-5 1층 106호,서울특별시 영등포구 당산로 34 1층 106호,1268956464,375176549
뚜스뚜스 카페&베이커리,37.538515,126.89337," 브런치, 베이커리",뚜스뚜스 카페&베이커리,선유도 ,"데이트,고급스러운, 아침식사, 점심식사, 저녁식사, 테이크아웃, 무료주차, 배달",59,4.3,32,<b>뚜스뚜스 카페&amp;베이커리</b>,"카페,디저트>베이커리",서울특별시 영등포구 양평동5가 62-3,서울특별시 영등포구 양평로 132,1268933696,375385145
을지다락 여의도,37.521805,126.925651," 오므라이스, 파스타",을지다락 여의도,여의도 ,"데이트,예쁜, 점심식사, 저녁식사, 무료주차, 배달",58,4.1,20,<b>을지다락 여의도</b>,음식점>양식,서울특별시 영등포구 여의도동 35-3 지하1층 11호,서울특별시 영등포구 여의나루로 50 지하1층 11호,1269256512,375218052
월화고기 문래점,37.5173,126.897067," 삼겹살, 돼지고기",월화고기 문래점,문래역 ,"술모임,서민적인, 점심식사, 저녁식사, 셀프바, 콜키지, 무료주차, 배달",58,4.2,39,<b>월화고기 문래점</b>,"한식>육류,고기요리",서울특별시 영등포구 문래동3가 55-5,서울특별시 영등포구 당산로 34,1268964938,375174632
제일제면소 여의도IFC점,37.525485,126.925217," 샤브샤브, 회전식샤브샤브",제일제면소 여의도IFC점,여의도ifc몰 ,"식사모임,깔끔한, 점심식사, 저녁식사, 무료주차, 배달",57,3.8,93,<b>제일제면소 여의도IFC</b>몰점,한식>국수,서울특별시 영등포구 여의도동 23 IFC몰 L3층,서울특별시 영등포구 국제금융로 10 IFC몰 L3층,1269252553,375253095
마츠노하나 더현대서울점,37.525917,126.928312," 텐동, 대창",마츠노하나 더현대서울점,더현대서울 ,"데이트,시끌벅적한, 점심식사, 저녁식사, 무료주차, 배달",57,3.7,6,<b>마츠노하나 더현대서울점</b>,일식>일식당,서울특별시 영등포구 여의도동 22 더현대서울 지하1층,서울특별시 영등포구 여의대로 108 더현대서울 지하1층,1269278694,375260053
서울커피,37.520154,126.93165," 커피, 비엔나커피",서울커피,여의도 ,"차모임,캐주얼한, 테이크아웃, 반려동물동반, 야외좌석(테라스), 주차, 배달",56,4.1,10,<b>서울커피</b>,"음식점>카페,디저트",서울특별시 영등포구 여의도동 43-4 롯데캐슬 아이비 1층 101호 서울커피,서울특별시 영등포구 국제금융로 86 롯데캐슬 아이비 1층 101호 서울커피,1269320433,375198204
에덴식당,37.520139,126.926357," 청국장, 산나물",에덴식당,여의도 ,"다코숨은맛집, 데이트,가성비좋은, 점심식사, 저녁식사, 무료주차, 배달",56,4.2,61,<b>에덴식당</b>,"한식>백반,가정식",서울특별시 영등포구 여의도동 36 롯데캐슬엠파이어 B-006호,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 B-006호,1269263573,375201388
카페마마스 타임스퀘어점,37.5172,126.903524, 브런치카페,카페마마스 타임스퀘어점,타임스퀘어 ,"데이트,캐주얼한, 점심식사, 저녁식사, 셀프바, 무료주차, 배달",56,4.0,137,<b>카페마마스 타임스퀘어점</b>,음식점>양식,서울특별시 영등포구 영등포동4가 442 타임스퀘어 4F 417,서울특별시 영등포구 영중로 15 타임스퀘어 4F 417,1269035239,375172000
치킨카페 문래,37.521273,126.886976," 치킨, 치킨카페",치킨카페 문래,문래 ,",깔끔한, 제로페이, 주차, 배달",56,5.0,1,<b>치킨카페 문래</b>,"음식점>치킨,닭강정",서울특별시 영등포구 문래동6가 29 신일아르디세 1층 104호,서울특별시 영등포구 선유로17길 24 신일아르디세 1층 104호,1268869759,375212730
테이스팅룸,37.525429,126.925771," 파스타, 시금치플랫브레드",테이스팅룸,ifc몰 ,"데이트,예쁜, 점심식사, 저녁식사, 무료주차, 배달",56,3.9,17,<b>테이스팅룸</b> IFC몰,음식점>이탈리아음식,서울특별시 영등포구 여의도동 23 L3층,서울특별시 영등포구 국제금융로 10 L3층,1269257589,375254271
퍼스트플러스에이드,37.523226,126.923527," 샐러드, 에이드",퍼스트플러스에이드,여의도 ,"다이어트식단,깔끔한, 점심식사, 저녁식사, 주차, 배달",55,4.3,4,<b>퍼스트플러스에이드</b>,"도시락,컵밥>다이어트,샐러드",서울특별시 영등포구 여의도동 23-6 102호,서울특별시 영등포구 의사당대로 83 102호,1269234736,375233864
비엣남,37.525197,126.918607," 쌀국수, 베트남쌀국수",비엣남,여의도 ,"해장,깔끔한, 점심식사, 저녁식사, 야외좌석(테라스), 주차, 배달",55,4.4,3,비욘드<b>비엣남</b> 여의도공원점,음식점>베트남음식,서울특별시 영등포구 여의도동 17 더샵아일랜드파크 101동 114호,서울특별시 영등포구 의사당대로 38 더샵아일랜드파크 101동 114호,1269186074,375251968
카멜커피 더현대 서울,37.525917,126.928312," 커피, 카페",카멜커피 더현대 서울,여의도 ,"차모임,시끌벅적한, 테이크아웃, 무료주차, 배달",55,3.8,8,<b>카멜커피 더현대 서울</b>,"음식점>카페,디저트",서울특별시 영등포구 여의도동 22 지하 1층,서울특별시 영등포구 여의대로 108 지하 1층,1269283122,375259168
고봉삼계탕,37.53047,126.920309," 삼계탕, 상황삼계탕",고봉삼계탕,국회의사당역 ,"전지적참견시점, 식사모임,깔끔한, 점심식사, 저녁식사, 칸막이, 무료주차, 배달",54,4.0,52,<b>고봉삼계탕</b>,"음식점>한식>육류,고기요리>백숙,삼계탕",서울특별시 영등포구 여의도동 13-16 여의도 플렉시움 오피스텔,서울특별시 영등포구 국회대로72길 5 여의도 플렉시움 오피스텔,1269203093,375304697
히노노리,37.523231,126.92363," 일식당, 스시",히노노리,여의도역 ,"데이트,깔끔한, 점심식사, 저녁식사, 바자리, 주차, 배달",54,4.0,2,<b>히노노리</b> 오투타워점,일식>일식당,서울특별시 영등포구 여의도동 23-6 103호,서울특별시 영등포구 의사당대로 83 103호,1269234297,375233570
경천애인2237,37.519746,126.928067," 한우, 등심",경천애인2237,여의도 ,"식사모임,고급스러운, 점심식사, 저녁식사, 콜키지프리, 무료주차, 배달",53,4.8,25,<b>경천애인2237</b>,한식>소고기구이,서울특별시 영등포구 여의도동 45-1 지하2층 B203,서울특별시 영등포구 국제금융로8길 31 지하2층 B203,1269280666,375197460
동동국수 여의도점,37.523882,126.924138," 국수, 육칼",동동국수 여의도점,여의도 ,"해장,직장인맛집, 점심식사, 셀프바, 주차, 배달",53,4.5,1,<b>동동국수 여의도점</b>,음식점>한식,서울특별시 영등포구 여의도동 23-8 여의도파이낸스타워 지하1층,서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 지하1층,1269241380,375238818
크루통,37.523045,126.889579," 베이커리, 프랑스빵",크루통,영등포 ,",주차, 배달",53,5.0,0,<b>크루통</b>,"카페,디저트>베이커리",서울특별시 영등포구 양평동1가 136 1층 크루통,서울특별시 영등포구 선유로23길 4 1층 크루통,1268895787,375230449
유어보울,37.518006,126.901793," 샐러드, 그릭요거트",유어보울,영등포 ,"다이어트맛집,깔끔한, 점심식사, 저녁식사, 셀프바, 주차, 배달",53,4.5,3,<b>유어보울</b>,"도시락,컵밥>다이어트,샐러드",서울특별시 영등포구 영등포동4가 443 1동 1층 상가108호 유어보울,서울특별시 영등포구 문래로 180 1동 1층 상가108호 유어보울,1269018701,375179074
닥터로빈 영등포점,37.517171,126.905633," 비건, 양식",닥터로빈 영등포점,타임스퀘어 ,"데이트,깔끔한, 점심식사, 저녁식사, 무료주차, 배달",53,4.7,12,<b>닥터로빈</b> 시그니처 신세계타임스퀘어점,양식>이탈리아음식,서울특별시 영등포구 영등포동4가 434-5 신세계타임스퀘어점 A관 9층 닥터로빈,서울특별시 영등포구 영중로 9 신세계타임스퀘어점 A관 9층 닥터로빈,1269052982,375178407
쁘띠문래,37.521206,126.887007, 와인바,쁘띠문래,문래 ,"기념일,런치세트, 점심식사, 저녁식사, 주차, 배달",52,4.6,12,<b>쁘띠문래</b>,음식점>양식,서울특별시 영등포구 문래동6가 29 신일아르디세 1층 쁘띠문래,서울특별시 영등포구 선유로17길 24 신일아르디세 1층 쁘띠문래,1268872255,375210994
일출옥,37.523728,126.905467," 콩나물국밥, 국밥",일출옥,영등포 ,"혼밥,깔끔한, 아침식사, 점심식사, 저녁식사, 셀프바, 제로페이, 무료주차, 배달",52,4.2,5,<b>일출옥</b>,한식>국밥,서울특별시 영등포구 영등포동7가 208 1층상가 130호,서울특별시 영등포구 국회대로50길 20 1층상가 130호,1269058021,375236805
바이킹스워프 영등포타임스퀘어점,37.517173,126.902963," 랍스터, 뷔페",바이킹스워프 영등포타임스퀘어점,영등포타임스퀘어 ,"데이트,깔끔한, 점심식사, 저녁식사, 무료주차, 배달",52,4.0,38,<b>바이킹스워프 영등포타임스퀘어점</b>,"음식점>한식>해물,생선요리>바닷가재요리",서울특별시 영등포구 영등포동4가 442 타임스퀘어 5F,서울특별시 영등포구 영중로 15 타임스퀘어 5F,1269034489,375167317
화사랑화로구이,37.518714,126.88827," 돼지갈비, 화로구이",화사랑화로구이,문래 ,"가족외식,캐주얼한, 점심식사, 저녁식사, 개별룸, 놀이방, 무료주차, 배달",52,4.7,5,<b>화사랑화로구이</b> 문래점,"한식>육류,고기요리",서울특별시 영등포구 문래동6가 3-1 광양림빌딩,서울특별시 영등포구 선유로9가길 16 광양림빌딩,1268882695,375187137
불스버거,37.527615,126.919521," 버거, 수제버거",불스버거,여의도 ,"데이트,캐주얼한, 점심식사, 저녁식사, 셀프바, 주차, 배달",52,4.0,6,<b>불스버거</b>,음식점>햄버거,서울특별시 영등포구 여의도동 15-24 익스콘벤쳐타워 지하1층 빨강색 현관문,서울특별시 영등포구 은행로 3 익스콘벤쳐타워 지하1층 빨강색 현관문,1269195207,375276151
바스버거 국회의사당점,37.529795,126.919459," 버거, 수제버거",바스버거 국회의사당점,국회의사당 ,"혼밥,캐주얼한, 점심식사, 저녁식사, 주차, 배달",52,4.7,4,<b>바스버거 국회의사당점</b>,양식>햄버거,서울특별시 영등포구 여의도동 14-21 LG여의도에클라드 지하1층,서울특별시 영등포구 국회대로 780 LG여의도에클라드 지하1층,1269194593,375297950
폴앤폴리나 여의도점,37.521005,126.923894," 베이커리, 빵",폴앤폴리나 여의도점,여의도 ,"간식,캐주얼한, 점심식사, 테이크아웃, 무료주차, 배달",51,3.4,30,<b>폴앤폴리나 여의도점</b>,"카페,디저트>베이커리",서울특별시 영등포구 여의도동 37 아일렉스빌딩 1층,서울특별시 영등포구 의사당대로 108 아일렉스 상가,1269238941,375210045
스아게 여의도점,37.529563,126.921275," 카레, 스프카레",스아게 여의도점,여의도 ,"해장,시끌벅적한, 점심식사, 저녁식사, 주차, 배달",50,3.7,10,<b>스아게 여의도점</b>,일식>카레,서울특별시 영등포구 여의도동 13-22 kcc파크타운 203호 SUAGE,서울특별시 영등포구 국회대로72길 17 kcc파크타운 203호 SUAGE,1269212749,375295633
숙달돼지,37.521303,126.889007," 삼겹살, 리조또",숙달돼지,문래 ,"점심회식,캐주얼한, 점심식사, 저녁식사, 주차, 배달",50,4.5,15,<b>숙달돼지</b> 문래본점,한식>돼지고기구이,서울특별시 영등포구 양평동1가 13-18 1층,서울특별시 영등포구 문래북로 33 1층,1268890072,375213027
남도분식 타임스퀘어점,37.517233,126.903716," 분식, 떡볶이",남도분식 타임스퀘어점,타임스퀘어 ,"데이트,서민적인, 점심식사, 저녁식사, 무료주차, 배달",50,4.0,6,<b>남도분식 타임스퀘어점</b>,음식점>분식,서울특별시 영등포구 영등포동4가 442 타임스퀘어,서울특별시 영등포구 영중로 15 타임스퀘어,1269038956,375172288
카레오,37.518707,126.926613," 카레, 일본식카레",카레오,여의도 ,"혼밥,조용한, 점심식사, 저녁식사, 바테이블, 주차, 배달",50,4.3,21,<b>카레오</b>,일식>카레,서울특별시 영등포구 여의도동 47 1층 102-1호 카레오,서울특별시 영등포구 여의동로3길 10 1층 102-1호 카레오,1269266133,375187066
신동양반점,37.521754,126.924874," 중식, 비건",신동양반점,여의도 ,"식사모임,3대째, 점심식사, 저녁식사, 주차, 배달",50,4.8,28,<b>신동양반점</b>,중식>중식당,서울특별시 영등포구 여의도동 35-5 여의도종합상가 5층,서울특별시 영등포구 여의나루로 42 여의도종합상가 5층,1269248743,375217542
강릉엄지네꼬막집 여의도점,37.52356,126.926524, 꼬막,강릉엄지네꼬막집 여의도점,여의도 ,",줄서서먹는, 저녁식사, 주차, 배달",50,4.4,0,<b>강릉엄지네꼬막집 여의도점</b>,"음식점>한식>해물,생선요리>조개요리",서울특별시 영등포구 여의도동 25-4 신송빌딩 지하 1층,서울특별시 영등포구 여의나루로 67 신송빌딩 지하 1층,1269265235,375235600
부여집,37.524283,126.892077," 설렁탕, 꼬리곰탕",부여집,영등포 ,"맛있는녀석들, 가족외식,노포, 점심식사, 저녁식사, 포장가능, 주차, 배달",49,3.7,58,<b>부여집</b>,"한식>곰탕,설렁탕",서울특별시 영등포구 당산동2가 162-13,서울특별시 영등포구 선유동1로 24,1268921332,375243216
타코벨 여의도메리츠점,37.524283,126.926332," 타코, 브리또",타코벨 여의도메리츠점,여의도 ,"혼밥,캐주얼한, 아침식사, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",49,4.2,13,<b>타코벨 여의도메리츠점</b>,"음식점>멕시코,남미음식",서울특별시 영등포구 여의도동 25-1 1층,서울특별시 영등포구 국제금융로2길 11 1층,1269264396,375241708
부쳐샵 선유도점,37.536202,126.894763," 버거, 수제버거",부쳐샵 선유도점,선유도 ,",저렴한, 셀프바, 주차, 배달",49,4.5,2,<b>부쳐샵 선유도점</b>,음식점>햄버거,서울특별시 영등포구 양평동4가 80 아이에스비즈타워2차 110호 부쳐샵,서울특별시 영등포구 선유로49길 23 아이에스비즈타워2차 110호 부쳐샵,1268947631,375362020
아파트먼트,37.512836,126.892963," 카페, 라떼",아파트먼트,문래 ,"데이트,깔끔한, 테이크아웃, 주차, 배달",49,4.0,10,<b>아파트먼트</b>,"음식점>카페,디저트",서울특별시 영등포구 문래동2가 40-2 2층,서울특별시 영등포구 경인로77길 12 2층,1268929902,375127863
온리원 갈비,37.52341,126.885498," 돼지갈비, 갈비",온리원 갈비,양평동 ,"부모님,참숯, 저녁식사, 주차, 배달",49,5.0,1,<b>온리원갈비 영등포</b> 본점,"한식>육류,고기요리",서울특별시 영등포구 양평동2가 29-23 115호,서울특별시 영등포구 영등포로 33 115호,1268854966,375233112
포아시아,37.520255,126.926233," 베트남음식, 분짜",포아시아,여의도 ,"데이트,이국적/이색적, 점심식사, 저녁식사, 제로페이, 주차, 배달",48,4.3,5,<b>포아시아</b>,음식점>베트남음식,서울특별시 영등포구 여의도동 36 롯데캐슬엠파이어 121호,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 121호,1269262328,375202546
브라더매운갈비찜,37.517181,126.887872," 등갈비, 매운갈비찜",브라더매운갈비찜,문래 ,",매운음식, 점심식사, 저녁식사, 제로페이, 주차, 배달",48,5.0,18,<b>브라더매운갈비찜</b> 문래본점,"한식>육류,고기요리",서울특별시 영등포구 문래동5가 1 문래대림아파트 상가 101호 브라더매운갈비찜,서울특별시 영등포구 선유로 33 문래대림아파트 상가 101호 브라더매운갈비찜,1268878724,375171811
짝태앤노가리 영등포아크로타워점,37.52365,126.906087, 짝태,짝태앤노가리 영등포아크로타워점,영등포시장역 ,",주차, 배달",48,5.0,0,<b>짝태앤노가리 영등포아크로타워점</b>,술집>포장마차,서울특별시 영등포구 영등포동7가 203 12동 1층 8호,서울특별시 영등포구 국회대로54길 10 12동 1층 8호,1269060846,375236096
신길동 매운짬뽕,37.515331,126.916508," 짬뽕, 매운짬뽕",신길동 매운짬뽕,신길동 ,"무한도전맛집,서민적인, 점심식사, 저녁식사, 무료주차, 배달",48,3.8,65,<b>신길동매운짬뽕</b>,중식>중식당,서울특별시 영등포구 신길동 48-20,서울특별시 영등포구 영등포로62길 10-1,1269165075,375153314
라메흐꺄도,37.521269,126.887132, 간장게장,라메흐꺄도,문래동 ,"식사모임,서민적인, 점심식사, 저녁식사, 무료주차, 배달",48,3.9,18,<b>라메흐꺄도</b>,음식점>한식,서울특별시 영등포구 문래동6가 29 신일아르디세 1층,서울특별시 영등포구 선유로17길 24 신일아르디세 1층,1268871316,375212686
원조마늘통닭,37.515905,126.891155," 치킨, 마늘통닭",원조마늘통닭,문래 ,"수요미식회, 술모임,서민적인, 저녁식사, 반려동물동반, 주차, 배달",48,3.4,62,<b>원조마늘통닭</b> 문래본점,"음식점>치킨,닭강정",서울특별시 영등포구 문래동4가 7-5,서울특별시 영등포구 도림로 469-1 명진빌딩,1268911545,375159047
청담동마녀김밥 여의도직영점,37.519553,126.930016," 김밥, 떡볶이",청담동마녀김밥 여의도직영점,여의도 ,"혼밥,캐주얼한, 아침식사, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",48,4.7,5,<b>청담동마녀김밥 여의도직영점</b>,음식점>분식,서울특별시 영등포구 여의도동 44-32,서울특별시 영등포구 여의대방로65길 12,1269300162,375195525
버텍스 여의도점,37.526537,126.918107, 미국식덮밥,버텍스 여의도점,여의도 ,"혼밥,캐주얼한, 점심식사, 저녁식사, 셀프바, 무료주차, 배달",48,4.3,8,<b>버텍스 여의도점</b>,음식점>퓨전음식,서울특별시 영등포구 여의도동 17-9,서울특별시 영등포구 의사당대로 26 더하우스소호 B114호,1269181066,375265371
일마지오 여의도점,37.52074,126.929231," 파스타, 피자무한리필",일마지오 여의도점,여의도 ,"식사모임,가성비좋은, 점심식사, 저녁식사, 주차, 배달",48,4.4,52,<b>일마지오 여의도점</b>,음식점>이탈리아음식,서울특별시 영등포구 여의도동 44-21 중앙빌딩 2층 일마지오,서울특별시 영등포구 국제금융로8길 19 중앙빌딩 2층 일마지오,1269292310,375207400
용호동낙지 여의도점,37.524042,126.926036," 낙곱새, 낙지",용호동낙지 여의도점,여의도 ,"데이트,시끌벅적한, 점심식사, 저녁식사, 제로페이, 무료주차, 배달",47,3.5,34,<b>용호동낙지 여의도점</b>,한식>낙지요리,서울특별시 영등포구 여의도동 25 시티플라자2층 용호동낙지,서울특별시 영등포구 국제금융로2길 17 씨티플라자 2층,1269260364,375240424
오시게리따,37.528652,126.899418," 파스타, 피자",오시게리따,당산 ,"식사모임,깔끔한, 점심식사, 저녁식사, 셀프바, 무료주차, 배달",47,4.1,4,<b>오시게리따</b>,음식점>피자,서울특별시 영등포구 당산동4가 32-78 1층,서울특별시 영등포구 당산로38길 12 1층,1268995052,375286543
맥도날드 여의도점,37.5246,126.925359," 버거, 아라비아따",맥도날드 여의도점,여의도 ,"간식,서민적인, 아침식사, 점심식사, 저녁식사, 무료주차, 배달",47,3.7,1,<b>맥도날드 여의도점</b>,양식>햄버거,서울특별시 영등포구 여의도동 23 L3 North Atrium,서울특별시 영등포구 국제금융로 10 L3 North Atrium,1269253589,375245995
민소한우,37.528943,126.920023, 소고기,민소한우,여의도 ,"식사모임,고급스러운, 점심식사, 저녁식사, 개별룸, 주차, 배달",47,4.3,21,<b>민소한우</b> 여의도본점,"음식점>한식>육류,고기요리>소고기구이",서울특별시 영등포구 여의도동 26 S트레뉴 지하1층,서울특별시 영등포구 국제금융로2길 37 S트레뉴 지하1층,1269243100,375229862
로꼬로꼬 영등포점,37.519262,126.907054," 조개찜, 해산물",로꼬로꼬 영등포점,영등포 ,"술모임,서민적인, 저녁식사, 지역화폐, 주차, 배달",46,5.0,74,<b>로꼬로꼬</b>조개찜 <b>영등포점</b>,한식>조개요리,서울특별시 영등포구 영등포동3가 4-12 1층,서울특별시 영등포구 영등포로42길 3 1층,1269070116,375192039
패트릭스 와플,37.521005,126.923839," 와플, 벨기에와플",패트릭스 와플,영등포구 ,"수요미식회, 간식,캐주얼한, 점심식사, 테이크아웃, 주차, 배달",46,4.5,3,<b>패트릭스와플</b>,"카페,디저트>와플",서울특별시 영등포구 여의도동 37 아일렉스 지하1층 B06호,서울특별시 영등포구 의사당대로 108 아일렉스 지하1층 비06호,1269238388,375210050
타이반쩜 영등포점,37.502782,126.895895," 태국음식, 꿍팟퐁커리",타이반쩜 영등포점,영등포 ,",저렴한, 테이크아웃, 주차, 배달",46,5.0,0,<b>타이반쩜 영등포점</b>,음식점>아시아음식,서울특별시 영등포구 대림동 784 1층 타이반쩜,서울특별시 영등포구 대림로 251 1층 타이반쩜,1268958948,375027824
알로하포케 IFC몰점,37.524936,126.926304," 샐러드, 포케",알로하포케 IFC몰점,여의도ifc몰 ,"다이어트식단,이국적/이색적, 점심식사, 저녁식사, 무료주차, 배달",46,4.0,2,<b>알로하포케 IFC몰점</b>,"도시락,컵밥>다이어트,샐러드",서울특별시 영등포구 여의도동 23 L1층 146호,서울특별시 영등포구 국제금융로 10 L1층 146호,1269263000,375249437
bring me coffee,37.525139,126.891409," 커피, 카페",bring me coffee,영등포구청 ,"혼카페,깔끔한, 반려동물동반, 제로페이, 주차, 배달",46,4.4,2,,,,,,
하이카오산 당산점,37.52725,126.902912," 태국음식, 팟타이",하이카오산 당산점,당산 ,"간식,존맛, 점심식사, 저녁식사, 제로페이, 주차, 배달",46,4.0,1,<b>하이카오산 당산점</b>,음식점>태국음식,서울특별시 영등포구 당산동4가 1-2 105호,서울특별시 영등포구 영신로 219 105호,1269028803,375273660
강강술래,37.535249,126.89676," 샐러드, 양념갈비",강강술래,당산 ,"가족외식,고급스러운, 점심식사, 저녁식사, 발렛, 무료주차, 배달",45,4.2,2,<b>강강술래</b> 당산점,"한식>육류,고기요리",서울특별시 영등포구 양평동4가 35,서울특별시 영등포구 선유로 251,1268967599,375352493
카레나이스,37.523882,126.924138," 돈까스버거, 카페",카레나이스,여의도 ,"식사모임,캐주얼한, 점심식사, 저녁식사, 주차, 배달",45,4.4,3,<b>카레나이스</b> 여의도점,일식>카레,서울특별시 영등포구 여의도동 23-8 여의도파이낸스타워 2층 204호,서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 2층 204호,1269241380,375238818
피에프창 타임스퀘어점,37.517685,126.902775," 아시안푸드, 완탕",피에프창 타임스퀘어점,타임스퀘어 ,"가족외식,깔끔한, 점심식사, 저녁식사, 제로페이, 무료주차, 배달",45,4.1,0,<b>피에프창 타임스퀘어점</b>,음식점>아시아음식,"서울특별시 영등포구 영등포동4가 442 타임스퀘어 1층, GATE 3 나가서 왼쪽방향","서울특별시 영등포구 영중로 15 타임스퀘어 1층, GATE 3 나가서 왼쪽방향",1269025727,375176843
파스타고 문래,37.522552,126.885652," 토마토파스타, 크림파스타",파스타고 문래,문래 ,"혼밥,근사한, 테이크아웃, 셀프바, 바자리, 주차, 배달",45,5.0,0,<b>파스타고</b> <b>영등포</b>점,음식점>양식,서울특별시 영등포구 양평동1가 20 상가 1층 108호,서울특별시 영등포구 선유서로 76 상가 1층 108호,1268856516,375225515
서울초밥 당산점,37.534726,126.897266, 스시,서울초밥 당산점,당산 ,"데이트,가성비좋은, 점심식사, 저녁식사, 제로페이, 주차, 배달",45,4.0,11,<b>서울초밥 당산점</b>,"일식>초밥,롤",서울특별시 영등포구 양평동4가 32-8 그랑드빌,서울특별시 영등포구 선유로 250 그랑드빌,1268972659,375347255
아메리칸트레이 영등포타임스퀘어점,37.517206,126.903714," 샐러드, 그래놀라",아메리칸트레이 영등포타임스퀘어점,영등포타임스퀘어 ,"다이어트식단,다양한메뉴, 점심식사, 저녁식사, 주차, 배달",44,4.3,1,<b>아메리칸트레이 영등포타임스퀘어점</b>,"도시락,컵밥>다이어트,샐러드",서울특별시 영등포구 영등포동4가 442 지하1층,서울특별시 영등포구 영중로 15 지하1층,1269028724,375175782
진이네떡볶이,37.522056,126.884355," 떡볶이, 분식",진이네떡볶이,양평동 ,"간단히먹기,저렴한, 주차, 배달",44,5.0,1,<b>진이네떡볶이</b> 양평점,분식>떡볶이,서울특별시 영등포구 양평동2가 1-1 신동아하이팰리스,서울특별시 영등포구 선유서로 67 신동아하이팰리스,1268843550,375220560
