Title,Latitude,Longitude,categories,Info Title,Title Place,hashes,score,userScore,heart,title,category,address,roadAddress,mapx,mapy
왕기마라향과,37.492727,126.895857," 마라, 마라샹궈",왕기마라향과,대림역 ,",존맛, 24시간영업",0,0.0,0,,,,,,
대관원,37.529404,126.897905," 중식, 간짜장",대관원,당산 ,"수요미식회, 술모임,서민적인, 점심식사, 저녁식사, 개별룸, 대형룸, 콜키지프리",70,4.3,102,<b>대관원</b>,중식>중식당,서울특별시 영등포구 당산동4가 48-1,서울특별시 영등포구 당산로37길 1,1268979053,375294043
송죽장,37.518254,126.904716," 중식, 쟁반짜장",송죽장,영등포 ,"맛있는녀석들, 식사모임,서민적인, 개별룸",66,3.6,356,<b>송죽장</b>,중식>중식당,서울특별시 영등포구 영등포동4가 98-12,서울특별시 영등포구 문래로 203,1269047155,375182544
카이 여의도점,37.520067,126.929833, 중식,카이 여의도점,여의도 ,"기념일,룸식당",0,5.0,0,<b>카이 여의도점</b>,중식>중식당,"서울특별시 영등포구 여의도동 44-23 1층 101~104호, 125-129호","서울특별시 영등포구 의사당대로1길 25 1층 101~104호, 125-129호",1269298331,375200666
리샨 여의도점,37.525342,126.919068," 중식, 와사비",리샨 여의도점,여의도 ,"식사모임,깔끔한, 점심식사, 저녁식사, 야외좌석(테라스)",44,3.9,9,<b>리샨 여의도점</b>,중식>중식당,서울특별시 영등포구 여의도동 17 여의도 the？ 아일랜드 파크,서울특별시 영등포구 의사당대로 38 여의도 the？ 아일랜드 파크,1269190679,375253416
신승반점 여의도점,37.523823,126.924154," 유니짜장, 탕수육",신승반점 여의도점,여의도 ,"회식,노포, 콜키지프리",31,4.5,0,<b>신승반점 여의도점</b>,중식>중식당,서울특별시 영등포구 여의도동 23-8 3F 신승반점 여의도점,서울특별시 영등포구 국제금융로2길 32 3F 신승반점 여의도점,1269241541,375238228
라무진 양남사거리점,37.521605,126.890349," 양갈비, 양고기",라무진 양남사거리점,양평동 ,"몸보신,고급스러운, 콜키지, 콜키지프리",31,0.0,0,<b>라무진 양남사거리점</b>,음식점>양갈비,서울특별시 영등포구 양평동1가 9-37 유선빌딩 1층,서울특별시 영등포구 선유로22길 3 유선빌딩 1층,1268903087,375215618
사계천면관,37.489952,126.898333," 마라, 마라룽샤",사계천면관,대림동 ,"수요미식회, 데이트,아침식사",37,5.0,3,<b>사계천면관</b>,중식>중식당,서울특별시 영등포구 대림동 1060-56,서울특별시 영등포구 디지털로37가길 1,1268983333,374899516
태인양꼬치,37.518882,126.906757," 양고기, 양갈비",태인양꼬치,영등포 ,"술모임,시끌벅적한, 점심식사, 저녁식사",56,4.2,107,<b>태인양꼬치</b>본점,중식>양꼬치,서울특별시 영등포구 영등포동3가 7-34,서울특별시 영등포구 영등포로42길 6-2,1269067733,375188365
호미가,37.526508,126.89779," 쌀국수, 베트남음식",호미가,영등포구청 ,"혼밥,캐주얼한, 점심식사, 저녁식사",52,5.0,5,<b>호미가</b>,음식점>베트남음식,서울특별시 영등포구 당산동3가 158-1 지하1층,서울특별시 영등포구 당산로32길 7-4 지하1층,1268977902,375265076
차이롱,37.519405,126.903559," 중식, 간짜장",차이롱,영등포 ,",저렴, 점심식사, 저녁식사",50,4.5,1,<b>차이홍</b>중국어 여의도스퀘어,어학원>중국어학원,서울특별시 영등포구 여의도동 44-26 중앙빌딩 10층 1005호,서울특별시 영등포구 국제금융로8길 19 중앙빌딩 10층 1005호,1269291523,375207568
사천요리기와집,37.490853,126.897988," 중식, 사천요리",사천요리기와집,대림 ,"모임,기와집, 점심식사, 저녁식사",49,3.9,10,<b>사천요리기와집</b>,중식>중식당,서울특별시 영등포구 대림동 1068-19 사천요리기와집,서울특별시 영등포구 디지털로37길 25 사천요리기와집,1268979516,374908426
완차이면가,37.529807,126.924544," 우육탕면, 중식당",완차이면가,여의도 ,"식사모임,캐주얼한, 점심식사, 저녁식사",46,3.8,1,,,,,,
와룡각,37.52098,126.890887," 중식, 깐풍가지",와룡각,문래동 ,"식사모임,서민적인, 점심식사, 저녁식사",45,4.0,7,<b>와룡각</b>,중식>중식당,서울특별시 영등포구 양평동1가 2-1,서울특별시 영등포구 문래북로 49-1,1268908867,375209799
한신장,37.518984,126.884429," 오징어, 홍합",한신장,문래동 ,"가족외식,서민적인, 점심식사, 저녁식사",44,5.0,0,<b>한신장</b>,중식>중식당,서울특별시 영등포구 문래동6가 43 한신아파트,서울특별시 영등포구 선유서로 35 한신아파트,1268844293,375189839
장호왕곱창,37.530066,126.922244," 곱창, 김치찌개",장호왕곱창,여의도 ,"해장,저렴, 점심식사, 저녁식사",43,4.0,13,김동진<b>장호왕곱창</b>,"한식>곱창,막창,양",서울특별시 영등포구 여의도동 45-11 주택건설회관빌딩 지하 1층,서울특별시 영등포구 국제금융로8길 25 주택건설회관빌딩 지하 1층,1269283702,375202060
호화반점,37.529982,126.922239," 탕수육, 중식",호화반점,여의도 ,",직장인맛집, 점심식사, 저녁식사",43,4.0,6,<b>호화반점</b>,중식>중식당,서울특별시 영등포구 여의도동 13-5 지하1층,서울특별시 영등포구 국회대로76길 18 지하1층,1269222394,375299824
홍대 교동짬뽕 문래점,37.516938,126.888856," 짬뽕, 짜장면",홍대 교동짬뽕 문래점,문래동 ,",불맛, 점심식사, 저녁식사",42,3.7,2,,,,,,
월남선생,37.536871,126.89558," 쌀국수, 볶음밥",월남선생,선유도역 ,"혼밥,캐주얼한, 점심식사, 저녁식사, 셀프바",42,4.0,4,<b>월남선생</b> 선유도역점,음식점>베트남음식,서울특별시 영등포구 양평동4가 72,서울특별시 영등포구 양평로 105,1268955798,375368708
아향부 본점,37.49254,126.896586," 양갈비, 훠궈",아향부 본점,대림역 ,"술모임,가성비좋은, 점심식사, 저녁식사, 셀프바",42,3.8,3,<b>아향부 본점</b>,중식>중식당,서울특별시 영등포구 대림동 1051-84,서울특별시 영등포구 도림로 128,1268966438,374925607
라화쿵부 영등포시장점,37.518428,126.905865," 마라탕, 마라샹궈",라화쿵부 영등포시장점,영등포 ,"혼밥,서민적인, 점심식사, 저녁식사, 셀프바",41,3.9,1,<b>라화쿵부 영등포시장점</b>,음식점>마라탕,서울특별시 영등포구 영등포동3가 8 남서울빌딩 1층 라화쿵부,서울특별시 영등포구 영중로 22 남서울빌딩 1층 라화쿵부,1269058645,375184277
이사효 짬뽕,37.524458,126.905129," 짬뽕, 돼지고기짬뽕",이사효 짬뽕,영등포 ,"혼밥,지역주민이찾는, 점심식사, 저녁식사",40,3.8,4,<b>이사효 짬뽕</b>,중식>중식당,서울특별시 영등포구 영등포동7가 70-12 1층,서울특별시 영등포구 영중로 91-1 1층,1269051290,375244578
하카타분코 여의도점,37.521301,126.928897," 라멘, 마제소바",하카타분코 여의도점,여의도 ,"혼밥,직장인맛집, 점심식사, 저녁식사",40,5.0,1,<b>하카타분코 여의도점</b>,일식>일본식라면,서울특별시 영등포구 여의도동 34-8,서울특별시 영등포구 국제금융로8길 16 지하134호,1269288968,375213006
천년약속,37.497909,126.91727, 중식,천년약속,보라매 ,"혼밥,불맛, 점심식사",39,0.0,15,<b>천년약속</b>,중식>중식당,서울특별시 영등포구 신길동 4346-3,서울특별시 영등포구 여의대방로19길 4-1,1269172701,374979093
차이797,37.515908,126.906688, 중식,차이797,영등포롯데 ,"가족외식,불맛, 점심식사, 테이크아웃",39,3.7,0,Chai797 여의도점,음식점>중식당,서울특별시 영등포구 여의도동 35-3 한국교직원공제회관 B1,서울특별시 영등포구 여의나루로 50 한국교직원공제회관 B1,1269256822,375218234
오한수우육면가 하남점,37.520067,126.929833, 우육면,오한수우육면가 하남점,여의도 ,"해장,깔끔한, 점심식사, 저녁식사",39,4.7,0,<b>오한수우육면가 하남점</b>,음식점>중식당,서울특별시 영등포구 여의도동 44-23 하남빌딩 2층 217호,서울특별시 영등포구 의사당대로1길 25 하남빌딩 2층 217호,1269298331,375200666
차이린 타임스퀘어,37.517233,126.903716," 해물짬뽕, 중식당",차이린 타임스퀘어,타임스퀘어 ,"식사모임,불맛, 점심식사, 저녁식사",39,4.0,0,<b>차이린 타임스퀘어</b>,중식>중식당,서울특별시 영등포구 영등포동4가 442 B1F,서울특별시 영등포구 영중로 15 B1F,1269043418,375169176
아향부 꼬치마을,37.49223,126.897697, 양꼬치무한리필,아향부 꼬치마을,대림역 ,"모임,가성비좋은, 점심식사, 저녁식사, 셀프바",38,5.0,3,<b>아향부</b> 고기<b>마을</b>,중식>양꼬치,서울특별시 영등포구 대림동 1057-63,서울특별시 영등포구 도림로38길 9,1268976970,374922304
차이나쿡,37.525658,126.888884, 중식,차이나쿡,양평역 ,"혼술,런치코스, 점심식사, 저녁식사",38,3.9,1,<b>차이나쿡</b>,중식>중식당,서울특별시 영등포구 양평동3가 15-1 월드메르디앙비즈센터,서울특별시 영등포구 양산로 53 월드메르디앙비즈센터,1268887400,375255431
도미라 마라탕,37.536781,126.895188," 마라탕, 도미",도미라 마라탕,선유도역 ,"혼밥,가성비좋은, 점심식사, 저녁식사, 셀프바",38,3.9,2,<b>도미라마라탕</b>,중식>중식당,서울특별시 영등포구 양평동4가 74-1 202호,서울특별시 영등포구 선유로49길 24 202호,1268951884,375367808
하노,37.523806,126.93385," 중식, 사천짜장",하노,여의도 ,"혼밥,서민적인, 점심식사, 저녁식사, 포장가능",38,3.3,13,<b>하노</b>,중식>중식당,서울특별시 영등포구 여의도동 40,서울특별시 영등포구 국제금융로7길 32,1269339273,375238688
루루,37.492888,126.90766, 중식,루루,대림동 ,"혼밥,조용한분위기, 점심식사, 저녁식사",38,4.5,1,<b>루루</b>,중식>중식당,서울특별시 영등포구 대림동 942-48,서울특별시 영등포구 시흥대로187길 14,1269076599,374928876
도화원,37.520343,126.90157, 중식,도화원,영등포 ,"회식장소,고향의맛, 점심식사, 저녁식사, 포장가능",37,4.0,23,<b>도화원</b>,중식>중식당,서울특별시 영등포구 영등포동4가 151-22,서울특별시 영등포구 영등포로 180-1,1269015697,375203428
신흥각,37.516598,126.889384, 중식,신흥각,문래동 ,",노포, 점심식사, 저녁식사, 배달",37,5.0,0,<b>신흥각</b>,중식>중식당,서울특별시 영등포구 문래동4가 8-16,서울특별시 영등포구 도림로147길 1-6,1268893840,375165980
홍콩반점0410 당산역점,37.535394,126.899261," 중식, 탕짜면",홍콩반점0410 당산역점,당산역 ,"혼밥,남자친구랑, 점심식사",36,4.0,6,<b>홍콩반점0410</b> 플러스 <b>당산역점</b>,음식점>중식당,서울특별시 영등포구 당산동6가 339-2 2층,서울특별시 영등포구 양평로 70 2층,1268992610,375353937
연변냉면,37.493048,126.897443," 냉면, 메밀냉면",연변냉면,대림동 ,"모임,얼큰한국물, 점심식사, 저녁식사",36,2.0,5,<b>연변냉면</b>,한식>냉면,서울특별시 영등포구 대림동 1050-1,서울특별시 영등포구 도림로 136 귀영빌딩,1268974429,374930475
도쿄라보,37.515065,126.894833, 스키야키,도쿄라보,문래 ,"기념일,분위기좋은, 저녁식사",49,4.3,19,<b>도쿄라보</b>,일식>일식당,서울특별시 영등포구 문래동3가 58-60,서울특별시 영등포구 도림로 438-12,1268948330,375150655
화룽마라룽샤,37.495129,126.898076," 마라, 마라룽샤",화룽마라룽샤,대림 ,"가족외식,시끌벅적한, 저녁식사",48,4.2,38,<b>화룽마라룽샤</b>,중식>중식당,서울특별시 영등포구 대림동 717 쌍용플래티넘S 1층,서울특별시 영등포구 대림로29길 13 쌍용플래티넘S 1층,1268980758,374951286
핫램,37.516572,126.905141," 양고기, 양갈비",핫램,영등포 ,"술모임,존맛, 저녁식사",44,4.3,6,<b>핫램</b>양고기,중식>양꼬치,서울특별시 영등포구 영등포동4가 431-8,서울특별시 영등포구 영중로3길 11,1269051408,375165722
동방양고기 램,37.521393,126.924997," 양고기, 양다리",동방양고기 램,여의도 ,"회식장소,저녁식사, 예약필수",43,3.0,1,<b>동방양고기 램</b>,중식>양꼬치,서울특별시 영등포구 여의도동 35-5 여의도종합상가 2층 207~210호,서울특별시 영등포구 여의나루로 42 여의도종합상가 2층 207~210호,1269249971,375213932
BBQ치킨 문래점,37.520219,126.888488," 치킨, 올리브",BBQ치킨 문래점,문래 ,",저녁식사, 배달",42,5.0,0,<b>BBQ</b><b>문래점</b>,"음식점>치킨,닭강정",서울특별시 영등포구 문래동6가 8,서울특별시 영등포구 선유로 71,1268885559,375201773
동북양꼬치,37.491029,126.898105," 양꼬치, 꿔바로우",동북양꼬치,대림 ,",시끌벅적한, 저녁식사",39,4.5,1,<b>동북양꼬치</b>,중식>양꼬치,서울특별시 영등포구 대림동 1068-2,서울특별시 영등포구 디지털로37길 26-1,1268981051,374910285
호우양꼬치,37.519138,126.906131," 양꼬치, 양갈비",호우양꼬치,영등포 ,"VJ특공대, 술모임,시끌벅적한, 저녁식사",38,3.3,16,<b>호우양꼬치</b> 본점,중식>양꼬치,서울특별시 영등포구 영등포동3가 7-25 1층,서울특별시 영등포구 영중로10길 6 1층,1269061311,375191382
만리성 본점,37.519114,126.928444," 북경요리, 중국집",만리성 본점,여의도 ,"생활의달인, 식사모임,서민적인",44,5.0,2,<b>만리성 본점</b>,중식>중식당,서울특별시 영등포구 여의도동 45-5,서울특별시 영등포구 의사당대로1길 11,1269284440,375191144
홍차이나,37.525689,126.907345," 짬뽕, 중국집",홍차이나,영등포 ,"혼밥,서민적인",36,3.0,1,<b>홍차이나</b>,중식>중식당,서울특별시 영등포구 영등포동7가 29-20,서울특별시 영등포구 버드나루로15길 15,1269073454,375256886
해성반점,37.489865,126.898376," 만두, 마라탕",해성반점,대림 ,"회식장소,불맛",35,0.0,6,<b>해성반점</b>,중식>중식당,서울특별시 영등포구 대림동 1060-55,서울특별시 영등포구 디지털로37가길 1-1,1268983755,374898651
춘뽕,37.501398,126.918727," 짬뽕, 짬뽕전문점",춘뽕,신길동 ,"혼밥,가성비좋은, 점심식사, 저녁식사",35,4.0,2,<b>춘뽕</b>,중식>중식당,서울특별시 영등포구 신길동 581 1층,서울특별시 영등포구 신풍로23길 16 1층,1269187273,375013980
천가네옛날손짜장,37.520239,126.931751," 중식, 손짜장",천가네옛날손짜장,여의도 ,"혼밥,불맛",33,3.0,2,<b>천가네옛날손짜장</b>,중식>중식당,서울특별시 영등포구 여의도동 43-4,서울특별시 영등포구 국제금융로 86 롯데캐슬 아이비,1269317512,375202388
라화쿵부,37.514308,126.907861," 마라탕, 완자",라화쿵부,영등포 ,"술모임,존맛탱, 셀프바",33,2.5,1,<b>라화쿵부 영등포</b>시장점,음식점>마라탕,서울특별시 영등포구 영등포동3가 8 남서울빌딩 1층 라화쿵부,서울특별시 영등포구 영중로 22 남서울빌딩 1층 라화쿵부,1269058645,375184277
희궁,37.521468,126.930695," 짬뽕, 쟁반짜장",희궁,여의도 ,"해장,비오는날, 점심식사",33,0.0,2,<b>희궁</b>,중식>중식당,서울특별시 영등포구 여의도동 43,서울특별시 영등포구 국제금융로 70 미원빌딩,1269306954,375214678
홍짜장 당산점,37.534312,126.900677," 짜장, 중국집",홍짜장 당산점,당산 ,"혼밥,서민적인, 점심식사, 저녁식사",33,3.3,1,<b>홍짜장 당산점</b>,음식점>중식당,서울특별시 영등포구 당산동5가 32-1,서울특별시 영등포구 양평로 51,1269006770,375343120
짜글이양곱창,37.529077,126.921876," 육개장, 짜글이",짜글이양곱창,여의도 ,"회식,얼큰한국물, 점심식사",33,0.0,2,<b>짜글이양곱창</b>,"한식>곱창,막창,양",서울특별시 영등포구 여의도동 13-25 정우빌딩,서울특별시 영등포구 은행로 29 정우빌딩,1269218761,375290775
신시대마라탕 쌀국수,37.535425,126.898431," 마라탕, 쌀국수",신시대마라탕 쌀국수,당산역 ,"혼밥,비오는날, 점심식사, 셀프코너",33,4.0,0,<b>신시대마라탕 쌀국수</b>,중식>중식당,서울특별시 영등포구 양평동4가 27-3,서울특별시 영등포구 양평로 75 1층,1268984309,375354247
몽중인 당산점,37.526025,126.897047, 중식당,몽중인 당산점,영등포구청역 ,"혼밥,느낌있는",32,3.5,0,,,,,,
동춘,37.523295,126.884645, 중식,동춘,양평동 ,"혼밥,가성비좋은, 점심식사, 저녁식사, 테이크아웃",32,0.0,1,,,,,,
수유리우동집 문래역점,37.519754,126.891359," 우동, 쫄면",수유리우동집 문래역점,문래 ,"혼밥,깔끔한, 주차, 배달",31,0.0,0,<b>수유리우동집 문래역점</b>,"일식>우동,소바",서울특별시 영등포구 문래동3가 82-25 아라비즈타워 104호,서울특별시 영등포구 문래로 83 아라비즈타워 104호,1268913591,375197535
차이향,37.524224,126.897568," 중식, 차돌짬뽕",차이향,영등포구청역 ,"혼밥,존맛탱, 점심식사",31,0.0,0,<b>차이향</b>,중식>중식당,서울특별시 영등포구 당산동3가 23 청호빌딩,서울특별시 영등포구 양산로23길 4 청호빌딩,1268975682,375242237
대성루,37.528017,126.900063, 중식,대성루,영등포구청 ,"혼밥,저렴한",31,0.0,0,<b>대성루</b>,중식>중식당,서울특별시 영등포구 당산동4가 1-160,서울특별시 영등포구 국회대로37길 12,1269000625,375280167
노사천마라탕 영등포점,37.52552,126.891639," 마라탕, 꿔바러우",노사천마라탕 영등포점,영등포 ,"혼밥,깔끔한, 주차, 배달",0,5.0,0,<b>노사천마라탕 영등포점</b>,중식>마라탕,서울특별시 영등포구 양평동3가 5-4 에이스하이테크시티3 1층 109호,서울특별시 영등포구 선유로 130 에이스하이테크시티3 1층 109호,1268916390,375255200
림 차이나,37.508534,126.895528," 잡채밥, 중식당",림 차이나,신도림 ,"혼밥,불맛, 셀프바, 주차",0,4.0,0,<b>림 차이나</b>,중식>중식당,서울특별시 영등포구 도림동 269-4 1층 103호,서울특별시 영등포구 도영로 19 1층 103호,1268955281,375085339
열빈,37.53825,126.89399, 중식,열빈,선유도역 ,"혼밥,배달",0,4.0,0,<b>열빈</b>,중식>중식당,서울특별시 영등포구 여의도동 43-3 홍우빌딩 3층,서울특별시 영등포구 국제금융로 78 홍우빌딩 3층,1269313801,375207852
도쿄짬뽕,37.518238,126.895898," 짬뽕, 푸드코트",도쿄짬뽕,문래 ,"혼밥,불맛",0,0.0,0,<b>도쿄짬뽕</b>,음식점>중식당,서울특별시 영등포구 문래동3가 55-3,서울특별시 영등포구 당산로 42,1268958979,375182376
냄비요리연구소 더현대서울,37.525788,126.927918," 닭칼국수, 소불고기",냄비요리연구소 더현대서울,더현대서울 ,"혼밥,담백한맛, 칸막이",0,0.0,0,<b>냄비요리연구소더현대서울</b>,음식점>한식,서울특별시 영등포구 여의도동 22,서울특별시 영등포구 여의대로 108,1269279178,375257880
오한수우육면가 문래점,37.514382,126.899142, 우육면,오한수우육면가 문래점,문래동 ,"혼밥,저렴한, 주차",0,0.0,0,<b>오한수 우육면가 문래점</b>,음식점>중식당,"서울특별시 영등포구 문래동3가 55-20 B동 177, 187호","서울특별시 영등포구 경인로 775 B동 177, 187호",1268991421,375143815
란궁마라탕,37.523728,126.905467," 중식당, 마라탕",란궁마라탕,영등포 ,"해장,깔끔한, 셀프코너, 주차, 배달",0,0.0,0,<b>란궁마라탕</b>,중식>중식당,서울특별시 영등포구 영등포동7가 208 1층 132호(포레나센트럴 상가),서울특별시 영등포구 국회대로50길 20 1층 132호(포레나센트럴 상가),1269058310,375238041
취향마라 여의도점,37.520703,126.930009," 중식당, 중식",취향마라 여의도점,여의도 ,"혼밥,깔끔한, 셀프바",0,0.0,0,<b>취향마라 여의도점</b>,중식>중식당,서울특별시 영등포구 여의도동 44-2 태양빌딩 2층 219호,서울특별시 영등포구 여의대방로67길 22 태양빌딩 2층 219호,1269300089,375207028
비가오면 여의도,37.523882,126.924138," 우동, 기계우동",비가오면 여의도,여의도 ,"혼밥,가성비좋은, 점심식사, 셀프바, 주차",0,0.0,0,<b>비가오면 여의도</b>,"일식>우동,소바",서울특별시 영등포구 여의도동 23-8 여의도파이낸스타워 3층,서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 3층,1269241380,375238818
샤오바오우육면 여의도점,37.529563,126.921275," 우육면, 바오",샤오바오우육면 여의도점,여의도 ,"혼밥,줄서서먹는, 주차, 배달",0,0.0,0,<b>샤오바오우육면 여의도점</b>,음식점>중식당,서울특별시 영등포구 여의도동 13-22 KCC파크타운 1층 104호,서울특별시 영등포구 국회대로72길 17 KCC파크타운 1층 104호,1269212749,375295633
선유몽 당산역점,37.532814,126.900128, 중식,선유몽 당산역점,당산 ,"가족모임,가족끼리, 주차",0,0.0,0,<b>선유몽 당산역점</b>,중식>중식당,서울특별시 영등포구 당산동5가 9-3 110~120호,서울특별시 영등포구 당산로 205 110~120호,1269001275,375328139
장량마라탕 대림점,37.492815,126.897453," 마라탕, 꿔바로우",장량마라탕 대림점,대림동 ,"혼밥,배달",0,0.0,0,<b>장량마라탕 대림점</b>,중식>중식당,서울특별시 영등포구 대림동 1050-48 1층,서울특별시 영등포구 도림로38길 3-1 1층,1268974526,374928148
대홍샤브샤브뷔페,37.514575,126.908126," 훠궈, 샤브샤브뷔페",대홍샤브샤브뷔페,영등포 ,"회식,가성비좋은, 셀프바, 칸막이",47,5.0,0,,,,,,
신풍양꼬치,37.508847,126.897296, 양꼬치,신풍양꼬치,신도림역 ,"데이트,",38,4.4,0,<b>신풍양꼬치</b> 도림동본점,중식>양꼬치,서울특별시 영등포구 도림동 183-25,서울특별시 영등포구 도림로113길 24,1268972959,375088468
만족양꼬치,37.517958,126.909253," 양꼬치, 양꼬치무한리필",만족양꼬치,영등포 ,"데이트,존맛, 셀프바",36,4.0,3,<b>만족양꼬치 영등포</b>본점,중식>양꼬치,서울특별시 영등포구 영등포동3가 23-5 2층,서울특별시 영등포구 영등포로50길 12 2층,1269091729,375179474
귀비주옥,37.513414,126.893321," 중식, 가지튀김",귀비주옥,문래동 ,"데이트,고급진, 저녁식사, 바테이블",36,3.7,0,<b>귀비주옥</b>,중식>중식당,서울특별시 영등포구 문래동2가 42-7 1층,서울특별시 영등포구 경인로79길 19 1층,1268933212,375134138
장타이펑,37.529077,126.921876, 중식,장타이펑,여의도 ,"회식,존맛탱",35,3.0,2,<b>장타이펑</b>,중식>중식당,서울특별시 영등포구 여의도동 13-25 정우빌딩,서울특별시 영등포구 은행로 29 정우빌딩,1269218761,375290775
북만장,37.524743,126.905129, 중식,북만장,영등포 ,"해장,서민적인, 점심식사, 저녁식사, 칸막이",34,3.5,0,<b>북만장</b>,중식>중식당,서울특별시 영등포구 영등포동7가 70-6 1층,서울특별시 영등포구 영중로 95 1층,1269051291,375247434
MING1956,37.520773,126.929251, 중식,MING1956,여의도 ,"상견례,런치세트",34,0.0,11,<b>Ming1956</b>,중식>중식당,서울특별시 영등포구 여의도동 44-21 3층 311호,서울특별시 영등포구 국제금융로8길 19 3층 311호,1269291485,375207633
동방양꼬치,37.522182,126.904568," 양꼬치, 꿔바로우",동방양꼬치,영등포 ,"데이트,숨은맛집, 점심식사",33,1.0,1,<b>동방</b>양고기 램,중식>양꼬치,서울특별시 영등포구 여의도동 35-5 여의도종합상가 2층 207~210호,서울특별시 영등포구 여의나루로 42 여의도종합상가 2층 207~210호,1269249971,375213932
안동장,37.511906,126.917387, 중식,안동장,신길동 ,"해장,오래된맛집, 점심식사, 저녁식사, 배달",32,3.0,0,<b>안동장</b>,중식>중식당,서울특별시 영등포구 신길동 114-1,서울특별시 영등포구 도신로 234,1269173870,375119060
우림양꼬치,37.51398,126.907812," 양꼬치, 향라오징어",우림양꼬치,영등포 ,"데이트,깔끔한",31,3.0,0,<b>우림양꼬치</b>,중식>양꼬치,서울특별시 영등포구 영등포동 618-39 현종빌딩,서울특별시 영등포구 영신로15길 3 현종빌딩,1269078118,375139804
정동각,37.526718,126.916471, 중식,정동각,여의도 ,"회식장소,편안한",31,0.0,1,<b>정동각</b>,중식>중식당,서울특별시 영등포구 여의도동 18-3 한국스카우트연맹빌딩 지하1층,서울특별시 영등포구 국회대로62길 14 한국스카우트연맹빌딩 지하1층,1269164710,375267179
홍콩,37.520763,126.926944, 중식,홍콩,여의도 ,"해장,불맛, 점심식사, 저녁식사",31,4.0,0,<b>홍콩</b>달밤 <b>영등포</b>점,술집>요리주점,"서울특별시 영등포구 영등포동3가 14 1층, 지하1층","서울특별시 영등포구 영중로10길 32 1층, 지하1층",1269088464,375185435
금궁,37.518414,126.909044, 중식,금궁,영등포 ,"회식,",31,0.0,1,<b>금궁</b>,중식>중식당,서울특별시 영등포구 영등포동3가 14-5,서울특별시 영등포구 영등포로50길 8-4,1269090440,375184140
한성참숯양꼬치,37.49994,126.911306," 양꼬치, 양갈비",한성참숯양꼬치,신풍역 ,"몸보신,참숯, 제로페이",31,0.0,0,<b>한성참숯양꼬치</b>,중식>양꼬치,서울특별시 영등포구 신길동 3854,서울특별시 영등포구 신풍로 48,1269113065,374999399
줘마양다리구이,37.491578,126.897247," 양고기, 양다리구이",줘마양다리구이,대림 ,"최자로드, 회식,가정집",38,4.0,29,<b>줘마양다리구이</b> 본점,중식>양꼬치,서울특별시 영등포구 대림동 1056-7,서울특별시 영등포구 도림천로11길 13,1268972469,374915781
칭따오양꼬치,37.526067,126.897849, 양꼬치,칭따오양꼬치,영등포구청역 ,"회식,",37,4.0,0,<b>칭따오양꼬치</b>,중식>양꼬치,서울특별시 영등포구 당산동3가 228-15,서울특별시 영등포구 국회대로36길 14-1,1268978488,375260672
팔당반점 동여의도점,37.520348,126.926087, 중식,팔당반점 동여의도점,여의도 ,"회식,런치스페셜",35,4.0,0,<b>팔당반점 동여의도점</b>,중식>중식당,서울특별시 영등포구 여의도동 36 지하1층 001호,서울특별시 영등포구 의사당대로 127 지하1층 001호,1269260865,375203482
시따따,37.494824,126.898865, 중식,시따따,대림동 ,"가족모임,주민추천",34,5.0,1,<b>시따따</b> 대림점,중식>중식당,서울특별시 영등포구 대림동 710-5,서울특별시 영등포구 대림로27길 9,1268988653,374948237
짬뽕의신화,37.524553,126.893819," 짬뽕, 돼지짬뽕",짬뽕의신화,영등포 ,"해장,얼큰한국물",33,0.0,4,<b>짬뽕의신화 영등포</b>점,음식점>중식당,서울특별시 영등포구 당산동3가 522-2 1층,서울특별시 영등포구 양산로 97 1층,1268938190,375245530
가원,37.519617,126.929018, 중식,가원,여의도 ,"해장,노포, 점심식사",33,4.0,0,편백<b>가원</b> 롯데백화점 <b>영등포</b>점,일식>샤브샤브,서울특별시 영등포구 영등포동 618-496 7층,서울특별시 영등포구 경인로 846 7층,1269073819,375159236
신룽푸 마라탕 여의도2호점,37.521935,126.92693," 마라탕, 꿔바로우",신룽푸 마라탕 여의도2호점,여의도 ,"회식장소,점심식사, 저녁식사, 셀프코너",33,3.0,1,<b>신룽푸마라탕 여의도2호점</b>,음식점>마라탕,서울특별시 영등포구 여의도동 35 한국노총 B1층,서울특별시 영등포구 국제금융로6길 26 한국노총 B1층,1269269298,375219345
가화,37.527217,126.897472," 대창, 양대창",가화,영등포구청 ,"회식,참숯",32,0.0,3,<b>가화</b> 양대창,음식점>한식,서울특별시 영등포구 당산동3가 295-1 목화빌딩 1층,서울특별시 영등포구 당산로28길 2 목화빌딩 1층,1268967416,375247858
호운양꼬치 선유도점,37.535576,126.894952," 양꼬치, 중국요리",호운양꼬치 선유도점,선유도 ,"회식하기좋은,존맛, 저녁식사",32,4.0,1,<b>호운양꼬치 선유도점</b>,중식>양꼬치,서울특별시 영등포구 양평동4가 22-1 구산드림타워,서울특별시 영등포구 선유로47길 15 구산드림타워,1268949519,375355762
소백양샤브샤브 영등포점 영등포점,37.513828,126.9081," 훠궈, 샤브샤브",소백양샤브샤브 영등포점 영등포점,영등포 ,"가족모임,존맛탱, 점심식사, 저녁식사, 셀프바",31,3.0,0,<b>소백양샤브샤브 영등포점</b>,중식>중식당,서울특별시 영등포구 영등포동 618-36 1층,서울특별시 영등포구 영신로 27 1층,1269081003,375138282
